Time		FC3,FCZ,FC4,C3 ,Cz ,C4 ,CP3,CPz,CP4
13:46:8:433577,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:438752,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:440777,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:441777,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:441777,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:441777,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:441777,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:445854,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:446854,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:446854,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:446854,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:446854,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:446854,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:452502,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:453499,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:454527,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:456465,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:457461,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:458669,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:459667,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:460690,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:460690,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:460690,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:460690,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:460690,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:466089,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:468151,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:469147,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:469147,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:470939,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:471942,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:474157,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:475153,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:476558,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:478125,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:479457,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:480455,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:482152,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:483805,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:484803,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:485768,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:487575,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:488571,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:490286,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:491283,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:492287,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:494131,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:495233,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:496230,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:497079,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:498075,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:498075,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:500859,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:501857,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:501857,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:501857,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:501857,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:506838,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:507836,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:507836,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:507836,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:511683,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:513021,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:514019,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:516114,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:517182,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:518722,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:520138,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:521168,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:522165,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:523162,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:523162,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:525880,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:526876,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:8:960657,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:9:284440,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:9:597485,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:9:882175,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:10:200742,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:10:973319,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:11:304331,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:11:632718,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:11:951200,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:12:537138,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:12:876925,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:13:298399,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:13:629926,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:13:949085,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:14:267929,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:14:569286,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:14:879457,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:15:184821,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:15:534024,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:15:866781,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:16:171615,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:16:478156,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:16:780917,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:17:101113,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:17:439007,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:17:754506,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:18:84865,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:18:419375,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:18:762008,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:19:105344,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:19:449086,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:19:792776,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:20:153255,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:20:495786,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:20:870049,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:21:319582,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:21:730675,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:22:101996,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:22:420346,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:22:740826,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:46:23:38822,-5,-5,-5,-5,-5,-5,-5,-5,-5
