Time		FC3,FCZ,FC4,C3 ,Cz ,C4 ,CP3,CPz,CP4
13:36:53:384283,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:385280,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:386277,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:386277,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:386277,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:386277,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:391147,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:392176,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:393256,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:394285,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:395862,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:397146,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:398143,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:399169,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:399169,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:399169,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:399169,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:399169,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:404443,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:405467,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:406464,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:406464,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:406464,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:406464,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:411263,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:412552,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:413583,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:53:716249,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:54:17099,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:36:54:336781,108,159,35,67,6,30,111,141,91
13:36:54:510573,38,200,37,35,256,230,112,176,6
13:36:54:612831,208,56,203,17,199,94,171,22,129
13:36:54:704413,166,10,56,159,122,242,121,17,137
13:36:54:811783,83,48,214,102,56,238,121,129,166
13:36:54:905111,168,105,223,31,71,253,108,199,81
13:36:55:5755,147,221,247,43,141,150,149,229,103
13:36:55:862233,157,10,119,68,165,122,39,156,0
13:36:55:989807,243,125,17,17,172,176,229,245,3
13:36:56:109965,148,118,75,81,191,48,12,75,75
13:36:56:217544,28,20,29,52,42,164,18,47,167
13:36:56:323562,12,4,127,151,139,110,30,120,144
13:36:56:433706,142,231,149,133,167,94,69,44,108
13:36:56:533693,206,0,39,4,227,168,40,221,223
13:36:56:635739,45,21,192,135,124,136,252,70,117
13:36:56:740830,63,110,66,156,201,125,46,228,158
13:36:56:843879,142,199,69,68,170,93,99,127,196
13:36:56:947827,13,0,57,16,50,252,237,58,133
13:36:57:52232,238,225,78,129,228,59,67,110,65
13:36:57:155683,59,90,54,84,129,60,142,43,183
13:36:57:261933,127,44,127,198,256,255,72,45,48
13:36:57:366772,244,98,54,231,137,70,25,173,214
13:36:57:473227,191,167,21,238,185,197,65,18,105
13:36:57:578598,133,166,244,250,156,51,169,120,149
13:36:57:684874,23,48,18,177,108,127,46,47,8
13:36:57:785742,129,83,3,128,176,117,175,54,65
13:36:57:890642,107,4,141,3,219,242,44,148,19
13:36:57:999459,39,191,234,34,176,33,236,134,124
13:36:58:119947,115,176,243,24,14,9,139,88,243
13:36:58:244768,237,40,45,105,91,29,184,47,35
13:36:58:370050,40,183,178,40,144,113,209,141,26
13:36:58:481902,208,204,84,35,191,205,95,176,238
13:36:58:585455,65,220,52,180,128,161,43,225,60
13:36:58:804885,26,154,201,195,26,134,19,57,108
13:36:58:976452,229,105,14,1,146,61,238,33,227
13:36:59:130846,90,47,115,138,184,249,144,125,156
13:36:59:279903,161,224,57,67,143,210,129,20,88
13:36:59:437766,215,126,0,32,159,33,107,163,201
13:36:59:582788,11,254,126,22,31,37,201,14,204
13:36:59:695399,61,184,122,83,127,151,170,159,17
13:36:59:806940,178,164,13,237,193,39,144,166,56
13:36:59:915085,204,184,96,215,22,130,254,125,213
13:37:0:28178,248,121,224,191,21,166,113,229,71
13:37:0:135918,132,238,253,143,96,78,163,17,113
13:37:0:327296,29,82,121,4,199,215,89,245,161
13:37:0:447588,59,99,223,24,200,222,145,86,28
13:37:0:567059,207,98,255,239,32,67,160,81,31
13:37:0:669798,59,218,94,84,51,131,249,46,82
13:37:0:774949,211,220,198,104,151,55,174,96,251
13:37:0:883689,240,171,84,125,95,76,212,243,254
13:37:0:988343,138,110,53,184,23,246,46,129,133
13:37:1:92948,244,84,120,195,231,196,107,248,42
13:37:1:193608,184,26,103,11,136,91,196,41,194
13:37:1:293792,210,222,249,82,110,138,230,146,213
13:37:1:396207,69,251,194,96,81,72,69,226,240
13:37:1:503120,210,15,140,196,205,64,82,95,155
13:37:1:613089,93,97,80,148,180,121,106,16,176
13:37:1:719021,205,197,134,209,190,51,231,188,83
13:37:1:822800,122,120,237,54,233,122,125,140,41
13:37:1:924095,214,11,32,4,195,158,151,112,165
13:37:2:25854,145,42,71,139,81,193,219,27,221
13:37:2:128757,85,72,239,250,29,113,199,160,80
