Time		FC3,FCZ,FC4,C3 ,Cz ,C4 ,CP3,CPz,CP4
13:38:30:126314,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:38:30:426702,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:38:30:738095,171,217,13,199,202,216,79,148,181
13:38:30:908326,68,97,213,241,247,22,77,192,3
13:38:31:11750,174,250,14,185,165,108,125,33,183
13:38:31:114250,14,171,149,194,160,207,148,201,24
13:38:31:251524,250,67,150,6,128,226,34,170,28
13:38:31:380816,20,79,73,189,169,86,17,70,164
13:38:32:5769,135,173,5,196,30,166,136,213,180
13:38:32:133593,110,187,154,84,93,172,173,100,237
13:38:32:252120,156,253,204,250,1,38,152,221,42
13:38:32:359045,194,120,246,69,199,119,105,168,7
13:38:32:472115,59,254,11,124,28,195,200,233,250
13:38:32:572852,216,198,188,167,60,17,6,68,196
13:38:32:676565,166,221,233,38,134,119,249,18,191
13:38:32:774997,200,122,83,137,110,234,135,255,171
13:38:32:881006,247,7,150,94,190,11,159,10,95
13:38:32:988278,193,198,56,23,69,85,242,26,150
13:38:33:96060,189,235,78,167,61,53,179,146,216
13:38:33:200973,94,222,244,123,11,231,170,70,220
13:38:33:300999,61,160,73,161,29,106,10,38,60
13:38:33:409156,132,76,200,116,153,120,179,134,169
13:38:33:524767,67,26,11,0,251,219,255,49,160
13:38:33:631539,28,256,209,143,251,147,181,212,202
13:38:33:740977,169,211,133,82,156,76,103,129,207
13:38:33:842889,240,51,25,49,248,124,102,167,193
13:38:34:103164,34,244,148,110,230,239,47,256,26
13:38:34:232893,236,146,69,19,1,178,16,197,40
13:38:34:346079,20,47,170,253,187,64,51,86,153
13:38:34:469510,172,44,225,187,34,72,236,39,123
13:38:34:581185,41,219,167,50,37,36,155,87,117
13:38:34:694217,51,48,13,101,169,249,39,89,211
13:38:34:813784,66,164,85,44,211,24,48,62,151
13:38:34:916303,38,11,27,188,65,156,140,72,241
13:38:35:18976,31,190,83,73,255,164,156,60,242
13:38:35:122035,206,231,93,133,94,98,198,3,224
13:38:35:227043,244,81,233,141,252,114,148,25,144
13:38:35:333738,107,208,188,67,115,68,206,153,77
13:38:35:525773,129,56,247,214,143,206,144,66,75
13:38:35:649018,78,226,171,180,63,243,160,141,222
13:38:35:766113,195,9,46,167,213,99,219,152,171
13:38:35:876648,10,16,64,63,86,40,115,90,79
13:38:35:985142,199,58,195,75,155,243,191,187,48
13:38:36:96862,236,250,20,150,82,66,19,19,54
13:38:36:198046,203,234,145,79,100,186,234,194,173
13:38:36:305067,123,144,46,179,14,61,225,1,156
13:38:36:402830,136,69,118,44,233,17,88,2,110
13:38:36:505189,215,194,145,123,221,254,55,125,61
13:38:36:612940,141,255,49,103,220,201,183,54,133
13:38:36:715908,53,47,220,165,17,68,4,131,136
13:38:36:823003,127,12,222,31,228,19,222,53,210
13:38:36:934253,209,106,49,51,226,134,153,12,242
13:38:37:35416,195,202,230,238,187,217,117,235,182
13:38:37:136047,213,94,57,98,136,245,216,48,222
13:38:37:282183,67,235,163,139,217,168,127,197,256
13:38:37:430502,61,105,102,150,136,75,158,142,172
13:38:37:564995,143,103,31,66,87,182,128,241,32
13:38:37:695210,82,119,141,35,198,160,58,247,234
13:38:37:816433,222,4,248,164,141,23,96,12,105
13:38:37:955290,121,221,149,52,195,124,95,1,256
13:38:38:80611,254,201,19,39,138,118,247,68,69
13:38:38:200983,6,28,43,174,14,49,224,70,40
13:38:38:337972,5,234,225,133,220,239,164,11,157
13:38:38:486891,253,127,78,76,211,60,174,218,87
13:38:38:620298,13,206,92,123,122,212,228,132,214
13:38:38:727289,146,221,247,60,114,142,59,63,169
13:38:38:836017,6,49,208,46,252,228,222,72,214
13:38:38:975710,1,165,35,247,58,174,10,62,171
13:38:39:102264,103,134,237,98,185,52,118,109,113
13:38:39:233229,132,246,173,63,18,2,12,73,131
13:38:39:354029,255,105,202,194,201,46,86,133,212
13:38:39:461650,81,106,215,204,25,179,11,17,27
13:38:39:567934,106,237,65,217,206,142,63,24,243
13:38:39:686905,149,149,91,215,139,158,220,160,29
13:38:39:865955,11,134,83,231,132,204,134,50,59
13:38:40:3587,127,80,192,34,249,90,217,32,186
13:38:40:128247,156,160,164,39,87,252,15,157,213
13:38:40:238108,120,227,145,241,168,176,98,103,134
13:38:40:352036,200,21,172,223,102,151,133,245,156
13:38:40:458174,68,167,58,163,218,131,157,145,132
13:38:40:566101,153,76,210,138,126,109,199,205,218
13:38:40:672524,193,186,222,123,56,135,57,10,16
13:38:40:778550,63,211,128,51,93,129,25,113,139
13:38:40:908530,68,68,64,89,152,43,95,84,221
13:38:41:45301,8,196,134,167,232,193,113,182,213
13:38:41:154874,50,115,96,124,131,105,45,81,146
13:38:41:259526,96,249,0,85,229,222,164,174,16
13:38:41:364260,3,203,2,250,174,86,141,219,198
13:38:41:468881,190,112,101,118,191,239,42,138,199
13:38:41:573830,160,103,41,13,41,172,67,93,162
13:38:41:677393,97,45,24,199,141,250,9,29,102
13:38:41:782498,146,35,161,164,69,212,142,242,73
13:38:41:889169,152,191,197,161,1,150,86,195,255
13:38:41:999150,63,224,228,98,183,186,98,110,76
13:38:42:113131,173,94,89,106,32,180,251,54,7
13:38:42:220530,252,95,225,6,116,131,171,67,124
13:38:42:327656,190,190,175,91,114,246,126,247,98
13:38:42:436115,147,69,185,206,69,95,230,107,26
13:38:42:559949,219,79,222,1,176,31,67,207,103
13:38:42:683032,215,173,184,68,184,102,130,152,17
13:38:42:796507,241,137,222,191,185,103,207,79,74
13:38:42:903086,250,242,132,239,47,147,189,189,182
13:38:43:14264,139,220,159,245,124,50,142,217,135
13:38:43:124182,69,122,66,108,115,78,126,218,5
13:38:43:227569,235,7,190,199,235,42,239,238,109
13:38:43:330014,254,142,185,215,19,213,109,69,58
13:38:43:614334,96,220,228,117,178,180,68,250,150
13:38:43:729474,182,118,69,69,247,159,244,27,5
13:38:43:839463,61,70,207,11,37,188,225,96,205
13:38:43:951264,185,151,39,217,118,201,181,22,165
13:38:44:93881,166,95,243,1,153,244,68,211,105
13:38:44:209985,188,75,233,113,102,50,63,54,88
13:38:44:313963,249,138,40,208,185,16,185,61,117
13:38:44:415190,242,251,182,210,221,251,93,58,15
13:38:44:515120,81,250,180,168,211,112,109,68,10
13:38:44:620134,172,249,164,38,209,53,37,17,103
13:38:44:721650,50,128,250,23,41,147,62,74,26
13:38:44:839518,222,97,251,223,60,99,12,134,22
13:38:44:960987,204,70,68,189,61,231,172,84,234
13:38:45:69993,108,88,77,96,13,89,156,72,221
13:38:45:173989,58,43,16,145,39,117,195,79,251
13:38:45:277143,78,180,243,22,219,23,6,172,34
13:38:45:381144,226,22,179,7,222,207,73,229,21
13:38:45:485124,250,109,188,108,121,237,6,220,110
13:38:45:589085,130,120,31,173,47,212,196,57,69
13:38:45:836983,23,27,157,65,163,246,233,129,73
13:38:46:60661,224,2,33,204,57,104,126,247,95
13:38:46:176188,248,1,212,15,114,231,29,16,111
13:38:46:286003,97,171,230,60,20,213,226,114,21
13:38:46:393039,112,71,96,236,215,182,184,190,182
13:38:46:695334,179,76,42,225,180,214,155,44,21
13:38:46:821259,17,120,130,15,73,70,18,63,25
13:38:46:938171,50,74,82,60,192,205,247,7,138
13:38:47:49990,197,200,210,163,102,18,249,109,136
13:38:47:155565,17,212,121,48,149,140,12,103,215
13:38:47:260310,163,190,248,183,133,160,233,200,232
13:38:47:367062,20,227,76,66,158,255,35,175,105
13:38:47:472062,74,97,228,191,144,29,116,159,152
13:38:47:672240,255,103,91,244,43,133,113,108,85
13:38:47:799175,95,111,214,89,227,90,60,11,224
13:38:47:914962,61,61,26,148,82,26,118,239,48
13:38:48:21510,60,114,216,50,227,86,186,138,190
13:38:48:131394,110,123,76,23,120,50,163,137,51
13:38:48:233978,96,71,96,160,203,121,23,135,29
13:38:48:335032,40,244,247,157,13,247,4,77,220
13:38:48:436112,208,10,174,51,18,170,18,211,59
13:38:48:539012,5,44,87,15,35,11,178,107,9
13:38:48:652123,228,40,247,55,62,56,254,35,245
13:38:48:764070,159,5,234,19,213,148,221,212,203
13:38:48:871958,86,8,243,24,92,140,34,218,211
13:38:48:982125,16,230,175,195,119,78,5,196,226
13:38:49:84808,208,21,213,116,36,121,89,146,5
13:38:49:192027,154,107,176,193,223,29,193,159,52
13:38:49:315284,230,58,229,152,39,90,134,194,16
13:38:49:429055,203,200,49,182,246,134,243,177,136
13:38:49:536358,232,125,174,255,151,175,7,20,0
13:38:49:638601,235,132,23,84,37,9,156,109,238
13:38:49:744105,118,236,37,45,22,152,180,13,138
13:38:49:856925,152,124,124,236,119,154,120,247,22
13:38:49:966213,246,125,68,31,17,132,161,104,4
13:38:50:72324,220,23,230,232,6,93,67,144,212
13:38:50:174283,231,179,162,221,111,228,52,242,126
13:38:50:275128,219,65,231,41,9,101,248,231,30
13:38:50:375097,146,52,109,222,75,120,117,27,195
13:38:50:479056,141,173,240,20,92,214,161,181,206
13:38:50:582939,24,23,99,185,68,75,177,226,101
13:38:50:684907,229,65,196,85,151,77,251,145,148
13:38:50:785227,29,43,101,122,111,89,12,137,13
13:38:50:888318,4,234,222,213,9,66,81,128,100
13:38:51:13188,92,229,188,212,238,82,14,211,188
13:38:51:147063,231,58,177,8,87,9,215,55,95
13:38:51:249059,1,1,162,233,208,20,171,213,247
13:38:51:350069,147,201,201,67,51,24,201,52,186
13:38:51:449835,230,99,223,113,160,184,98,240,255
13:38:51:555997,96,56,202,165,182,10,230,85,169
13:38:51:658976,250,140,116,64,151,78,214,20,77
13:38:51:761520,200,217,141,20,188,84,190,26,190
13:38:51:864988,198,55,183,99,158,134,120,194,144
13:38:51:968375,232,215,35,47,70,234,161,222,25
13:38:52:83593,149,114,18,172,106,89,177,232,14
13:38:52:207103,195,125,41,33,95,179,136,51,72
13:38:52:308432,72,177,228,37,31,244,247,71,17
13:38:52:409627,69,13,62,95,61,166,237,141,94
13:38:52:513158,31,221,13,111,70,16,251,205,3
13:38:52:616353,193,19,53,217,137,153,239,119,253
13:38:52:722340,15,112,104,254,5,212,119,60,205
13:38:52:824238,36,223,0,171,135,2,113,182,79
13:38:52:927974,116,179,119,151,20,204,136,217,125
13:38:53:29480,46,36,189,249,49,90,216,59,141
13:38:53:129991,40,91,142,248,222,172,7,42,120
13:38:53:235198,112,59,103,91,124,118,210,68,231
13:38:53:347126,197,53,158,212,232,143,194,49,201
13:38:53:456517,216,199,114,55,249,99,172,116,49
13:38:53:563919,94,1,61,178,136,175,1,69,94
13:38:53:671628,230,139,197,157,245,140,210,139,178
13:38:53:777360,130,63,147,228,201,218,8,104,217
13:38:53:882160,109,207,105,69,187,140,25,184,12
13:38:53:988321,203,102,154,148,109,115,177,201,71
13:38:54:89820,6,105,189,62,134,183,137,144,223
13:38:54:281137,69,212,85,224,76,256,154,206,165
13:38:54:399488,177,24,129,224,22,239,178,246,27
13:38:54:513259,239,144,136,131,123,94,13,68,32
13:38:54:617433,39,101,169,179,3,125,59,34,224
13:38:54:719682,58,55,106,49,248,19,114,17,245
13:38:54:822771,217,92,110,208,0,111,177,57,43
13:38:54:924616,91,180,88,155,87,126,139,175,181
13:38:55:26284,157,11,23,168,134,47,24,226,32
13:38:55:128025,189,142,41,57,223,219,72,148,83
13:38:55:242986,196,238,41,240,256,27,89,125,2
13:38:55:348537,255,178,136,144,22,148,23,123,94
13:38:55:455036,210,126,89,101,99,202,91,216,139
13:38:55:556360,105,247,222,139,11,16,255,2,194
13:38:55:667511,151,89,181,249,108,168,174,207,88
13:38:55:780442,224,143,128,211,101,98,6,35,160
13:38:55:888387,155,39,217,231,239,207,172,101,131
13:38:55:995441,78,63,12,39,86,92,88,243,71
13:38:56:105370,192,243,106,164,33,111,37,240,33
13:38:56:211245,38,203,44,128,67,155,43,173,158
13:38:56:314112,225,153,244,66,167,191,208,65,70
13:38:56:420146,130,252,72,108,161,197,223,191,242
13:38:56:529135,189,173,198,41,29,23,102,114,4
13:38:56:629232,45,126,223,215,3,115,106,225,20
13:38:56:732322,128,134,85,80,45,233,238,200,231
13:38:56:832547,163,229,77,148,206,191,246,20,221
13:38:56:933769,172,72,215,40,234,67,137,183,132
13:38:57:35929,121,114,190,111,152,172,212,74,39
13:38:57:137187,193,79,213,216,1,49,162,7,35
13:38:57:254143,246,6,238,176,153,10,57,50,103
13:38:57:384153,135,171,144,136,205,41,146,107,149
13:38:57:483983,38,55,81,145,57,62,149,27,19
13:38:57:587013,34,0,115,238,240,187,16,48,129
13:38:57:690147,231,139,118,174,192,212,42,81,90
13:38:57:799187,98,27,14,12,103,15,200,223,92
13:38:57:909017,246,173,180,75,108,16,107,34,187
13:38:58:16866,41,59,169,137,22,31,2,1,146
13:38:58:127180,210,34,142,104,20,128,26,141,46
13:38:58:233227,179,211,178,178,224,192,229,79,202
13:38:58:343056,13,102,150,183,33,236,250,111,23
13:38:58:451232,252,105,236,48,67,130,199,109,161
13:38:58:553373,171,139,74,111,161,0,132,226,107
13:38:58:657493,71,42,155,228,215,214,51,128,31
13:38:58:758910,51,0,56,191,237,37,234,15,20
13:38:58:865884,244,177,17,246,97,35,8,196,220
13:38:58:972129,136,137,245,194,28,235,166,178,153
13:38:59:76965,133,33,88,253,186,230,142,79,52
13:38:59:177987,154,136,184,254,95,88,10,88,246
13:38:59:278321,132,165,96,116,50,51,159,179,123
13:38:59:380907,32,175,32,226,52,103,18,132,139
13:38:59:481920,105,255,139,116,228,153,140,65,79
13:38:59:585225,207,229,60,204,184,148,67,81,130
13:38:59:689959,187,112,16,114,35,114,229,118,110
13:38:59:791442,143,66,140,3,74,245,33,81,63
13:38:59:893647,231,59,233,28,52,105,161,129,144
13:39:0:494,204,183,237,168,163,226,80,68,144
