Time		FC3,FCZ,FC4,C3 ,Cz ,C4 ,CP3,CPz,CP4
13:27:8:982799,153,253,48,242,45,58,97,145,178
13:27:9:91450,209,209,11,134,192,157,200,237,112
13:27:9:200395,207,218,39,142,126,250,125,190,22
13:27:9:306404,66,202,52,141,149,63,39,126,78
13:27:9:414111,43,102,64,251,253,43,24,129,77
13:27:9:524175,222,107,241,207,165,4,234,71,246
13:27:9:629848,195,206,122,121,29,148,170,118,111
13:27:9:740357,204,54,11,106,92,176,120,142,206
13:27:9:848324,144,93,81,130,254,243,170,110,199
13:27:9:955169,199,184,7,205,136,82,165,99,32
13:27:10:63027,142,213,229,89,218,132,237,73,123
13:27:10:172966,234,66,107,54,92,223,229,92,38
13:27:10:284121,124,241,102,9,133,115,173,98,170
13:27:10:390275,188,40,58,130,32,206,199,191,154
13:27:10:500108,186,216,105,12,175,20,83,104,108
13:27:10:605788,53,178,54,159,212,2,113,135,217
13:27:10:719109,189,183,21,246,115,67,71,94,228
13:27:10:851798,104,173,73,133,226,93,45,107,120
13:27:10:989947,172,10,246,190,129,214,221,47,200
13:27:11:99442,133,154,35,196,119,44,97,154,185
13:27:11:203826,140,150,208,54,244,158,32,215,221
13:27:11:311862,112,239,25,197,193,162,61,113,174
13:27:11:417101,174,27,217,231,255,23,160,4,181
13:27:11:691457,151,137,160,73,184,4,112,137,219
13:27:11:805029,65,72,33,232,184,17,158,87,231
13:27:11:909948,201,184,249,125,76,243,227,198,1
13:27:12:31000,57,39,40,5,159,141,62,118,238
13:27:12:170082,108,17,15,40,202,72,59,220,192
13:27:12:276574,49,14,168,40,250,99,104,12,221
13:27:12:388034,191,140,9,238,209,92,212,83,64
13:27:12:498273,180,178,96,3,123,244,32,33,119
13:27:12:607724,195,230,192,126,131,55,242,245,182
13:27:12:717196,47,5,2,18,80,142,84,229,195
13:27:12:826414,115,45,45,4,36,34,58,125,175
13:27:12:930982,146,201,168,59,99,170,188,186,13
13:27:13:35452,148,4,83,178,111,124,147,45,51
13:27:13:141060,48,241,205,192,76,148,117,167,148
13:27:13:249533,103,17,222,124,125,249,244,218,8
13:27:13:357297,10,101,114,151,83,234,88,4,59
13:27:13:468295,227,84,143,21,53,254,192,202,5
13:27:13:576095,189,131,238,46,117,211,171,163,245
13:27:13:677946,137,95,48,0,29,146,63,22,39
13:27:13:778209,52,176,28,44,129,137,119,233,193
13:27:14:60346,124,123,237,92,7,94,256,126,205
13:27:14:185085,46,245,173,93,43,226,151,59,133
13:27:14:291735,182,41,0,245,39,51,255,107,61
13:27:14:396074,45,248,178,148,54,5,34,48,39
13:27:14:501797,25,235,211,129,168,175,165,70,26
13:27:14:606159,113,224,64,141,174,67,88,202,71
13:27:14:711908,215,197,143,41,206,169,94,78,64
13:27:14:817105,115,111,34,56,242,8,176,78,197
13:27:14:922960,73,162,126,39,252,230,33,52,105
13:27:15:25793,132,120,250,233,180,92,180,158,134
13:27:15:135840,151,130,79,32,30,241,175,249,82
13:27:15:241634,184,222,202,199,191,213,5,47,65
13:27:15:349910,226,60,79,188,4,39,91,21,106
13:27:15:455071,241,255,70,122,229,248,229,178,241
13:27:15:558588,60,120,179,93,159,90,147,75,144
13:27:15:664708,250,76,147,125,102,240,7,210,214
13:27:15:773740,100,217,11,175,195,18,172,211,93
13:27:15:884157,224,70,174,168,1,14,170,134,84
13:27:15:992444,31,235,245,71,209,107,3,207,47
13:27:16:94606,33,98,86,172,158,71,68,39,159
13:27:16:216873,111,163,22,207,30,168,191,221,139
13:27:16:339224,151,174,91,181,131,153,132,106,140
13:27:16:448219,59,149,129,241,84,72,122,256,256
13:27:16:558306,171,241,125,134,61,227,187,217,62
13:27:16:660739,160,100,4,51,236,108,161,152,69
13:27:16:763945,98,118,127,69,245,68,5,43,134
13:27:16:871913,168,112,77,96,42,102,228,119,15
13:27:16:981882,153,93,148,147,166,98,50,40,237
13:27:17:97784,166,71,201,252,57,10,41,126,216
13:27:17:202931,249,47,239,15,87,100,29,194,96
13:27:17:308029,232,198,171,220,247,90,11,174,229
13:27:17:412473,183,35,10,228,30,71,65,218,11
13:27:17:514510,48,134,217,138,187,253,208,141,98
13:27:17:621156,120,158,27,208,114,77,188,126,253
13:27:17:736815,14,143,244,123,114,67,245,240,204
13:27:17:850753,44,179,196,84,222,183,173,43,232
13:27:17:965853,20,253,60,6,206,111,165,15,6
13:27:18:74842,42,252,242,177,114,176,255,230,177
13:27:18:184206,192,92,225,65,62,251,186,109,248
13:27:18:294126,88,68,81,219,58,90,92,251,230
13:27:18:404508,239,242,176,18,101,9,120,51,245
13:27:18:521601,131,162,78,102,93,148,3,239,160
13:27:18:655870,31,36,250,46,53,175,52,56,44
13:27:18:779529,175,117,42,43,161,99,74,132,253
13:27:18:899956,77,66,39,248,13,130,52,14,33
13:27:19:34104,5,46,200,203,204,8,60,105,40
13:27:19:155889,106,150,171,243,153,208,64,70,28
13:27:19:303984,193,137,244,106,59,151,219,115,172
13:27:19:443840,25,230,191,66,99,223,88,21,96
13:27:19:568811,243,112,154,20,47,22,143,71,151
13:27:19:710322,194,124,152,51,109,135,1,256,185
13:27:19:836231,229,73,189,14,227,135,184,243,58
13:27:19:954165,209,98,215,224,163,47,8,78,232
13:27:20:64232,31,225,230,161,42,165,17,1,252
13:27:20:175117,65,108,41,177,106,182,141,23,207
