Time		FC3,FCZ,FC4,C3 ,Cz ,C4 ,CP3,CPz,CP4
13:45:9:835302,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:835302,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:835302,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:835302,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:835302,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:840037,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:842058,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:842986,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:844242,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:845241,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:845241,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:847131,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:848127,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:848127,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:848127,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:848127,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:848127,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:854330,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:855353,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:856323,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:857320,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:857320,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:860458,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:861454,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:861454,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:861454,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:861454,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:861454,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:861454,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:867994,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:869021,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:870015,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:870015,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:870015,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:870015,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:874979,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:875976,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:876974,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:877970,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:877970,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:877970,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:881329,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:882352,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:883350,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:883350,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:883350,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:883350,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:888283,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:889681,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:890743,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:891742,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:892552,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:894265,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:895264,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:896286,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:896286,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:896286,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:896286,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:896286,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:901911,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:902935,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:903933,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:903933,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:903933,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:903933,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:908812,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:909840,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:910837,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:911835,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:9:911835,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:10:219760,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:10:516500,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:45:10:836201,176,0,8,106,82,112,232,121,202
13:45:11:8358,80,173,44,69,203,134,230,86,155
13:45:11:111095,226,93,174,50,97,27,34,249,19
13:45:11:208063,64,6,42,248,3,21,47,169,245
13:45:11:302190,122,184,56,250,204,96,144,251,19
13:45:11:406094,104,129,77,46,218,237,171,121,256
13:45:11:504245,128,49,216,179,105,207,182,103,107
13:45:11:603891,7,158,17,58,148,250,190,8,2
13:45:12:157699,171,138,151,91,243,38,241,62,79
13:45:12:279269,100,218,88,25,175,239,75,57,3
13:45:12:399469,189,70,115,145,77,156,33,66,52
13:45:12:501718,36,9,239,84,212,254,40,20,84
13:45:12:609887,26,47,26,96,18,118,191,77,196
13:45:12:714597,92,25,94,10,207,118,174,17,60
13:45:12:820547,96,158,238,226,219,201,219,163,233
13:45:12:929023,154,214,220,115,20,99,8,156,205
13:45:13:38128,63,246,174,150,142,15,223,208,1
13:45:13:150521,143,220,235,68,154,67,93,202,133
13:45:13:256412,64,97,121,147,60,234,86,88,19
13:45:13:367805,40,47,117,220,243,186,208,208,7
13:45:13:477602,113,66,235,15,247,42,232,192,224
13:45:13:589697,239,66,195,145,136,103,145,232,244
13:45:13:710575,132,240,224,241,179,126,184,196,131
13:45:13:825969,115,158,120,18,16,125,98,105,126
13:45:14:141085,242,120,46,135,244,93,211,164,242
13:45:14:268539,100,42,249,217,85,225,188,155,234
13:45:14:376239,41,240,196,111,220,86,225,119,18
13:45:14:484303,137,145,187,214,188,137,114,98,69
13:45:14:594353,41,147,246,79,52,80,61,243,193
13:45:14:703553,192,95,241,10,163,221,124,62,187
13:45:14:815137,157,156,156,75,184,210,85,74,235
13:45:14:935979,177,174,132,102,138,127,250,109,126
13:45:15:43253,34,171,79,249,108,253,75,104,107
13:45:15:155130,105,223,112,11,112,68,63,128,250
13:45:15:259531,199,63,164,63,224,130,134,94,254
13:45:15:368190,10,72,104,2,206,45,61,202,157
13:45:15:477419,116,157,205,142,188,156,156,193,230
13:45:15:608369,184,105,172,61,174,149,46,203,130
13:45:15:712858,73,169,56,242,13,85,32,171,239
13:45:15:851075,36,181,254,162,40,85,151,172,231
13:45:15:966424,227,167,198,102,89,149,151,190,176
13:45:16:74373,109,160,21,208,131,75,37,109,26
13:45:16:188514,112,6,71,89,64,92,22,173,213
13:45:16:309705,207,200,69,208,172,83,166,237,152
13:45:16:450707,74,181,17,105,88,6,11,21,145
13:45:16:592426,248,146,54,57,83,185,93,70,174
13:45:16:733488,113,62,11,124,64,189,230,217,240
13:45:16:865433,59,218,113,42,14,77,107,153,39
13:45:16:998395,192,0,122,77,44,19,256,170,162
13:45:17:140076,174,181,46,249,107,88,250,209,73
13:45:17:280774,249,219,80,41,31,175,25,249,94
13:45:17:406699,58,179,37,18,111,141,12,35,75
13:45:17:532801,150,245,109,68,220,51,208,83,179
13:45:17:656709,217,173,225,204,126,92,63,187,84
13:45:17:780731,153,171,62,152,250,185,234,3,64
13:45:17:922485,205,49,4,63,28,57,241,191,10
13:45:18:47631,165,200,160,72,219,132,174,114,160
13:45:18:173079,151,216,12,140,234,225,81,40,146
13:45:18:298753,14,102,199,75,103,120,236,158,249
13:45:18:423379,22,193,165,162,173,208,45,98,49
13:45:18:564141,36,84,212,69,185,191,38,163,67
13:45:18:688728,208,76,97,47,68,124,185,36,148
13:45:18:831649,5,82,232,191,96,250,93,140,231
13:45:18:959423,240,200,126,81,86,7,39,193,3
13:45:19:92578,11,231,168,16,91,59,130,107,255
13:45:19:203903,136,234,248,77,87,182,120,32,9
13:45:19:342864,217,202,67,150,167,49,107,210,82
13:45:19:483618,143,162,156,138,189,52,65,12,3
13:45:19:625979,172,87,221,109,248,50,137,216,253
13:45:19:751387,7,11,153,4,80,182,112,2,169
13:45:19:875931,74,230,243,85,14,236,256,243,117
13:45:20:2372,67,123,125,102,211,146,70,174,218
13:45:20:126753,168,64,20,190,150,150,157,229,248
13:45:20:252550,105,147,88,150,156,100,165,84,222
13:45:20:375898,121,197,113,189,145,207,110,234,161
13:45:20:485161,126,210,42,202,184,163,220,128,187
13:45:20:594977,185,3,20,236,75,113,235,230,208
13:45:20:752604,25,86,207,68,214,88,237,73,168
13:45:20:875570,77,208,39,53,205,105,106,246,78
13:45:21:15970,197,57,190,221,155,219,34,228,127
13:45:21:141227,17,24,157,249,178,252,174,2,12
13:45:21:266611,137,156,228,91,147,3,184,254,248
13:45:21:392575,66,98,150,252,170,214,211,206,160
13:45:21:509989,59,184,107,40,20,68,184,88,137
13:45:21:618336,74,149,111,6,62,88,89,213,209
13:45:21:732270,206,121,210,151,138,65,115,70,194
13:45:21:845011,132,182,185,149,240,159,72,99,67
13:45:21:950580,86,14,93,206,238,19,27,124,139
13:45:22:56423,171,201,164,29,115,253,8,143,165
13:45:22:163178,59,84,148,251,220,24,138,235,168
13:45:22:272663,57,201,90,216,51,139,245,18,93
13:45:22:382977,227,178,18,142,68,227,13,127,158
13:45:22:494704,21,23,124,35,239,249,162,235,96
13:45:22:603256,104,156,83,193,117,88,164,60,253
13:45:22:712119,147,216,104,70,191,185,247,212,239
13:45:22:821704,8,121,59,44,31,241,237,14,246
13:45:22:932101,166,51,9,214,244,93,251,1,81
13:45:23:42506,83,74,144,134,99,218,232,245,9
13:45:23:148267,27,29,244,253,155,162,188,50,74
13:45:23:253542,10,20,74,98,38,6,150,113,58
13:45:23:368256,256,22,65,142,50,48,233,142,178
13:45:23:493871,128,176,133,231,222,106,173,224,72
13:45:23:621884,187,20,73,215,160,214,59,31,8
13:45:23:773437,223,121,129,84,219,151,116,11,195
13:45:23:904534,252,36,110,149,231,240,33,117,132
13:45:24:21230,140,254,123,227,103,131,52,99,53
13:45:24:147756,54,90,154,104,43,125,102,59,132
13:45:24:285696,8,233,52,120,1,183,79,197,21
13:45:24:411577,150,12,181,255,173,120,174,69,97
13:45:24:551989,45,219,224,55,85,208,242,38,67
13:45:24:708577,185,143,162,158,48,120,163,127,116
13:45:24:864845,213,4,226,164,150,223,4,154,30
13:45:25:41114,150,144,87,37,145,125,163,217,220
13:45:25:228660,210,250,209,125,80,13,65,75,203
13:45:25:606636,6,164,118,181,121,2,17,202,141
13:45:25:750883,113,176,32,203,245,107,122,39,179
13:45:25:883661,72,110,234,235,19,48,5,161,200
13:45:26:14952,110,154,99,145,123,78,99,180,209
13:45:26:200532,8,207,196,27,34,164,107,232,84
13:45:26:401978,172,136,135,178,237,121,61,50,117
13:45:26:560610,165,121,249,76,252,194,14,28,152
13:45:26:718375,206,43,101,151,41,175,155,173,204
13:45:26:864547,76,97,47,218,22,186,241,199,168
13:45:27:21111,110,97,147,219,106,235,8,174,49
13:45:27:174557,153,195,110,186,92,149,89,202,221
13:45:27:327915,66,126,19,100,128,43,210,179,182
13:45:27:482385,221,198,154,98,249,183,24,133,53
13:45:27:631603,112,159,130,110,189,35,230,216,167
13:45:27:898838,76,55,255,67,138,250,132,159,110
13:45:28:71375,69,171,224,235,214,22,160,157,227
13:45:28:235135,219,55,192,0,12,193,69,201,197
13:45:28:413122,126,51,162,64,38,109,90,146,117
13:45:28:688361,167,15,238,92,63,59,80,148,189
13:45:28:915200,20,74,139,170,182,244,234,60,229
13:45:29:260137,130,81,156,50,159,91,2,156,164
13:45:29:518392,72,8,212,57,196,164,2,2,158
13:45:29:721283,113,117,135,237,18,151,239,126,85
13:45:29:936800,182,152,197,31,3,55,35,200,237
13:45:30:232856,47,84,113,210,221,118,200,74,59
13:45:30:432550,119,36,86,70,66,72,96,151,255
13:45:30:588564,22,176,244,236,11,133,131,77,101
13:45:30:746659,238,243,112,189,129,18,140,220,64
13:45:30:900941,208,223,248,222,187,218,173,224,82
13:45:31:58389,209,81,122,208,7,57,156,29,140
13:45:31:225876,90,170,193,198,234,78,5,47,17
13:45:31:381397,166,125,214,104,94,68,67,27,2
13:45:31:538172,111,74,50,155,22,37,90,196,205
13:45:31:693063,209,39,8,154,42,127,220,8,16
13:45:31:847200,146,13,2,126,80,161,217,183,71
13:45:32:5234,231,4,80,112,159,141,234,171,35
13:45:32:169917,24,188,235,46,134,126,164,60,193
13:45:32:332915,113,233,161,130,243,99,11,167,124
13:45:32:499130,230,78,204,130,171,235,16,236,175
13:45:32:685618,174,43,153,8,50,15,69,50,211
13:45:32:886273,98,48,2,136,42,116,187,90,22
13:45:33:73284,15,80,244,216,252,201,74,94,55
13:45:33:237813,76,236,23,101,168,143,255,121,187
13:45:33:393184,13,50,107,210,248,136,252,235,219
13:45:33:529618,186,44,183,33,165,222,195,234,42
13:45:33:665145,189,221,191,8,45,122,64,194,124
13:45:33:805674,234,135,129,164,98,229,149,49,204
13:45:33:954947,244,236,71,34,161,250,82,192,54
13:45:34:131402,100,148,206,253,118,95,33,25,190
13:45:34:257844,7,164,95,223,254,17,252,89,80
13:45:34:383702,89,138,247,84,99,199,167,103,88
13:45:34:519381,26,155,191,57,227,161,172,170,14
13:45:34:663585,68,179,154,53,86,137,26,163,206
13:45:34:851811,196,196,221,220,237,243,220,59,157
13:45:35:68961,143,120,237,40,153,253,40,186,4
13:45:35:287660,152,225,170,155,124,80,233,153,55
13:45:35:444567,27,148,23,251,81,83,5,158,233
13:45:35:611924,206,235,26,171,52,162,243,72,214
13:45:35:741165,131,69,93,178,142,151,106,178,223
13:45:35:883184,151,215,178,12,84,154,60,185,18
13:45:36:17378,254,186,149,138,9,63,29,61,14
13:45:36:162878,223,241,87,14,203,78,146,10,163
13:45:36:301401,68,179,76,93,158,161,175,236,108
13:45:36:441579,13,182,247,183,203,166,230,171,112
13:45:36:584358,170,213,203,100,130,15,68,190,244
13:45:36:725207,35,82,200,89,150,104,140,110,165
13:45:36:864731,222,202,167,144,159,50,112,113,46
13:45:37:4996,219,2,247,181,138,184,233,219,167
13:45:37:129131,162,64,95,131,152,93,226,52,144
13:45:37:253494,87,153,150,124,44,20,142,230,151
13:45:37:380035,232,189,238,226,206,41,95,14,164
13:45:37:522478,97,66,121,42,196,191,248,212,189
13:45:37:663104,250,211,69,24,179,18,169,23,167
13:45:37:801947,208,58,205,205,177,224,9,238,111
13:45:37:943072,123,255,176,239,202,89,37,199,148
13:45:38:68195,118,217,146,93,116,78,166,41,5
13:45:38:192663,86,212,80,71,196,98,66,179,208
13:45:38:318074,211,132,17,30,95,156,8,212,187
13:45:38:444620,46,6,229,63,38,102,157,43,64
13:45:38:571947,169,9,90,150,185,239,198,143,162
13:45:38:713173,221,72,102,137,180,43,38,234,186
13:45:38:856658,198,227,159,204,99,197,202,101,112
13:45:38:998149,60,223,25,65,256,215,231,95,152
13:45:39:138678,128,94,87,163,254,105,14,217,123
13:45:39:294567,50,212,45,211,161,56,86,248,129
13:45:39:436818,155,100,54,208,232,96,192,200,50
13:45:39:577184,76,152,227,142,183,133,157,39,205
13:45:39:716918,92,72,219,18,54,136,36,178,48
13:45:39:857897,238,155,147,237,182,116,131,68,183
13:45:40:13630,20,159,13,246,62,207,161,62,72
13:45:40:156468,116,183,120,157,52,28,54,206,236
13:45:40:282404,15,60,170,162,158,187,44,56,209
13:45:40:407947,131,46,216,118,23,237,8,50,49
13:45:40:533240,229,58,42,67,8,170,237,200,254
13:45:40:652717,81,27,121,183,129,115,210,226,196
13:45:40:762200,177,54,222,60,123,107,64,103,55
13:45:40:880201,43,187,172,149,59,77,136,136,236
13:45:40:990609,99,53,75,49,28,74,65,252,84
13:45:41:103215,145,108,235,132,53,67,60,197,124
13:45:41:253379,199,66,130,158,194,56,227,197,118
13:45:41:362321,183,63,251,168,156,164,136,187,130
13:45:41:471096,97,187,118,104,111,212,48,107,198
13:45:41:756180,40,54,203,140,15,216,232,81,221
13:45:41:891162,235,185,188,13,241,228,2,166,187
13:45:42:6513,216,175,92,142,211,33,236,40,7
13:45:42:119803,42,88,160,144,203,53,76,27,227
13:45:42:227817,90,104,76,234,231,57,1,148,233
13:45:42:336262,204,104,245,238,23,47,248,22,23
13:45:42:484214,104,13,97,196,96,203,241,239,17
13:45:42:612037,114,55,166,34,10,218,45,184,9
13:45:42:718636,123,48,213,141,191,255,159,191,18
13:45:42:831167,161,133,62,215,188,221,130,89,206
13:45:42:956103,48,255,49,175,121,137,11,165,168
13:45:43:83260,211,194,86,161,119,244,122,37,89
13:45:43:201489,177,173,63,94,47,255,237,43,141
13:45:43:319622,69,205,1,192,197,32,173,163,251
13:45:43:438592,92,147,253,200,17,3,98,107,228
13:45:43:599063,230,145,184,98,130,231,12,58,59
13:45:43:719328,125,238,41,54,223,214,215,127,125
13:45:43:838781,221,10,90,140,76,106,209,94,222
13:45:43:963735,105,29,253,5,30,4,103,221,203
13:45:44:84134,169,100,160,149,225,218,212,31,86
13:45:44:209494,247,160,69,2,162,232,242,122,230
13:45:44:327753,240,138,241,100,106,213,222,253,255
13:45:44:447520,75,17,107,184,17,34,50,32,66
13:45:44:569337,143,138,244,225,105,151,27,135,52
13:45:44:709244,71,141,149,223,247,0,18,51,250
13:45:44:848097,230,119,83,231,99,213,153,15,77
13:45:44:988371,6,113,44,160,123,91,231,82,115
13:45:45:117454,157,13,96,113,253,1,134,202,248
13:45:45:253469,51,12,42,128,125,25,126,131,19
13:45:45:379002,181,22,198,137,3,130,83,208,146
13:45:45:506292,110,43,154,110,178,61,76,250,37
13:45:45:630199,28,202,131,36,179,154,38,28,78
13:45:45:756160,125,115,116,77,88,114,19,124,221
13:45:45:880674,136,226,75,179,138,112,224,49,193
13:45:46:6497,256,81,66,35,189,66,65,96,29
13:45:46:144856,46,70,232,107,189,108,252,11,103
13:45:46:281255,20,212,36,67,243,251,179,96,139
13:45:46:398170,210,180,62,205,156,251,120,239,31
13:45:46:516964,53,95,58,133,131,200,2,236,127
