Time		FC3,FCZ,FC4,C3 ,Cz ,C4 ,CP3,CPz,CP4
13:43:51:849128,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:850125,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:850125,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:850125,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:850125,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:850125,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:855758,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:856757,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:857830,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:858750,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:859774,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:860771,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:862057,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:863054,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:864873,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:865871,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:865871,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:865871,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:869707,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:870706,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:51:871703,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:52:178068,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:52:470059,-5,-5,-5,-5,-5,-5,-5,-5,-5
13:43:52:790600,207,214,13,27,101,63,71,148,155
13:43:52:961533,80,202,26,210,194,183,198,62,161
13:43:53:64714,93,40,209,256,113,154,134,97,243
13:43:53:160478,86,168,88,193,159,86,157,250,221
13:43:53:262721,217,15,188,125,113,198,79,248,174
13:43:53:360370,160,240,174,51,163,170,21,159,80
13:43:53:461568,90,152,168,27,125,23,214,75,241
13:43:54:19145,107,245,119,152,153,88,233,156,19
13:43:54:143736,218,24,188,8,238,31,14,178,18
13:43:54:263583,167,90,201,132,142,27,20,98,85
13:43:54:381081,187,99,13,207,109,40,39,47,115
13:43:54:528583,229,4,226,256,32,106,236,66,64
13:43:54:663358,214,58,51,7,16,62,159,157,125
13:43:54:802232,28,55,120,215,84,184,57,37,151
13:43:54:916144,112,96,79,28,99,85,231,249,219
13:43:55:33457,236,2,60,69,182,197,235,126,126
13:43:55:139336,135,48,171,82,236,63,138,67,34
13:43:55:244374,234,67,30,50,2,230,109,63,57
13:43:55:351526,121,27,182,60,11,130,255,124,183
13:43:55:457370,54,61,19,16,104,194,210,105,212
13:43:55:559964,90,41,106,240,232,56,223,136,79
13:43:55:667950,89,130,60,50,150,108,8,152,10
13:43:55:780116,221,153,254,62,233,174,24,208,17
13:43:55:892938,102,40,4,21,235,13,202,42,227
13:43:56:6751,120,228,120,142,169,51,78,4,45
13:43:56:107827,28,223,175,231,84,117,56,137,71
13:43:56:209392,30,18,146,70,3,36,163,179,122
13:43:56:309070,148,142,97,32,15,190,46,42,237
13:43:56:409610,165,153,42,140,215,225,146,101,188
13:43:56:694407,2,51,27,58,247,76,187,177,157
13:43:56:825961,68,200,11,172,147,20,221,146,210
13:43:56:944946,255,195,240,226,50,229,114,165,238
13:43:57:60671,34,222,204,92,222,126,133,194,233
13:43:57:178811,82,22,38,21,176,104,253,48,188
13:43:57:284392,24,88,67,72,207,213,172,7,92
13:43:57:390038,230,221,113,173,223,8,78,29,216
13:43:57:492862,243,49,19,65,84,107,3,240,218
13:43:57:597979,40,46,34,89,76,147,256,83,244
13:43:57:705193,85,188,168,10,181,234,27,112,12
13:43:57:817363,29,77,79,5,12,256,216,53,32
13:43:57:917179,244,30,56,93,197,102,186,166,33
13:43:58:24462,167,29,66,222,210,143,216,39,49
13:43:58:138968,10,114,160,220,61,144,216,131,114
13:43:58:244045,122,245,184,175,225,84,246,189,162
13:43:58:364542,247,152,13,122,75,122,219,220,72
13:43:58:469147,133,212,158,88,232,151,164,6,156
13:43:58:577414,17,130,154,68,17,40,61,241,174
13:43:58:679357,88,133,81,207,209,49,33,159,179
13:43:58:780980,23,86,245,211,161,240,55,105,30
13:43:58:881359,213,146,69,229,239,183,125,203,206
13:43:58:986980,183,94,128,248,24,94,75,3,231
13:43:59:99889,78,103,228,228,223,124,85,20,255
13:43:59:212638,184,37,235,123,33,18,178,109,51
13:43:59:315037,33,73,215,256,103,245,39,206,47
13:43:59:424966,199,56,151,142,182,138,220,182,129
13:43:59:528495,202,157,53,125,207,71,148,184,96
